epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
52,39668.2,0.47865,0.30006,0.00275,0.9229,0.96604,0.97531,0.82969,0.64434,0.29883,0.01447,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,40429.1,0.47509,0.3005,0.00273,0.9329,0.9612,0.97608,0.83027,0.64707,0.29821,0.01457,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,41189.1,0.47609,0.29854,0.00275,0.93593,0.96312,0.97675,0.83054,0.65178,0.29606,0.01471,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,41949.9,0.47532,0.29465,0.00273,0.92967,0.96113,0.97707,0.82967,0.65756,0.30453,0.01482,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,42710.6,0.47761,0.29231,0.00272,0.93977,0.96371,0.97672,0.82917,0.66066,0.30317,0.01499,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,43490,0.47053,0.29291,0.00271,0.94685,0.96615,0.97698,0.82928,0.66109,0.29486,0.01506,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,44283.6,0.47022,0.29858,0.00272,0.94394,0.96782,0.97662,0.82841,0.66461,0.2954,0.01524,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,45052,0.47176,0.29088,0.0027,0.94565,0.96888,0.97669,0.82838,0.66881,0.29534,0.01547,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,45801.8,0.46684,0.29039,0.00267,0.94851,0.96856,0.9769,0.82817,0.67094,0.29165,0.01559,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,46551.6,0.46306,0.29324,0.00266,0.9505,0.9695,0.97718,0.82828,0.67288,0.28981,0.01571,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,47311.2,0.46148,0.29092,0.00264,0.94865,0.97057,0.97731,0.82915,0.67255,0.2902,0.01574,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,48101.7,0.46662,0.28291,0.00268,0.95314,0.9708,0.97761,0.82987,0.67292,0.28915,0.01582,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,48892.5,0.46336,0.28494,0.00265,0.95553,0.97075,0.97783,0.82986,0.67627,0.29015,0.01594,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,49683.2,0.46369,0.27915,0.00265,0.95702,0.96861,0.97789,0.82987,0.67658,0.29187,0.01597,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,50473.5,0.45929,0.2762,0.00261,0.95406,0.97013,0.97751,0.82961,0.67694,0.29129,0.01603,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,51253,0.45785,0.27919,0.00262,0.95856,0.96582,0.97729,0.8292,0.68025,0.29271,0.01615,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,52032,0.4602,0.26918,0.00261,0.95431,0.96751,0.97661,0.82784,0.68354,0.29163,0.01624,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,52824.8,0.45933,0.27111,0.00263,0.95253,0.96764,0.97577,0.82726,0.68726,0.29224,0.01636,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,53617.4,0.45348,0.27417,0.00256,0.94923,0.9664,0.9755,0.82688,0.69066,0.29365,0.01643,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,54378.5,0.45193,0.27586,0.00258,0.94973,0.96514,0.97537,0.82652,0.69371,0.2957,0.01649,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,55139.4,0.45477,0.26849,0.0026,0.95381,0.96567,0.97614,0.82017,0.69679,0.29834,0.01661,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,55900.5,0.45064,0.26806,0.00257,0.95458,0.96605,0.97697,0.82017,0.69855,0.29676,0.01662,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,56661.9,0.44819,0.26689,0.00257,0.95333,0.96955,0.9774,0.82021,0.70048,0.29461,0.01668,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,57422.9,0.44607,0.26188,0.00254,0.95032,0.97014,0.97792,0.82051,0.70269,0.29629,0.01679,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,58184,0.44403,0.27284,0.00254,0.94727,0.96995,0.97789,0.81946,0.70388,0.29774,0.01678,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,58945.3,0.44704,0.26679,0.00253,0.95099,0.96847,0.97767,0.81951,0.70291,0.2977,0.01674,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
