epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
65,24519.2,0.48894,0.3103,0.00204,0.96075,0.95905,0.97316,0.82778,0.63688,0.29265,0.01314,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,24892.2,0.48503,0.29612,0.002,0.95552,0.96386,0.97461,0.82777,0.63767,0.28247,0.01314,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,25266.6,0.48673,0.29539,0.00202,0.96503,0.96424,0.97595,0.82656,0.64562,0.27462,0.01313,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,25647.7,0.47986,0.30552,0.00196,0.96199,0.96724,0.97591,0.83084,0.62996,0.27927,0.01304,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,26020.4,0.46971,0.292,0.00192,0.96423,0.96803,0.97539,0.82747,0.63152,0.28201,0.01309,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,26402.6,0.48584,0.28933,0.00195,0.96305,0.96408,0.97486,0.82511,0.63127,0.27434,0.013,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,26775.6,0.46727,0.29827,0.00188,0.96251,0.96685,0.97386,0.82558,0.64552,0.29476,0.01315,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,27151.1,0.47106,0.29008,0.00189,0.96234,0.96597,0.97376,0.82739,0.64723,0.29338,0.01317,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,27531.7,0.46735,0.29651,0.0019,0.9606,0.96714,0.97351,0.82875,0.63335,0.29111,0.01322,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,27905,0.46512,0.28469,0.00188,0.96328,0.96662,0.97464,0.82913,0.62474,0.28481,0.01308,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,28288.1,0.47413,0.26686,0.00189,0.96412,0.96602,0.97373,0.82763,0.63816,0.28004,0.01323,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
