epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
134,59882.8,0.37614,0.18108,0.00199,0.96437,0.96728,0.97565,0.84354,0.60579,0.26235,0.01201,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,60147.8,0.37583,0.18135,0.00198,0.96455,0.9661,0.9757,0.84303,0.60709,0.26317,0.01203,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,60412.4,0.3711,0.18111,0.00196,0.96764,0.96506,0.9757,0.8426,0.60651,0.26334,0.01196,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,60676.2,0.36833,0.18162,0.00194,0.96562,0.96747,0.97567,0.84259,0.60593,0.26321,0.01196,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,60939.7,0.36442,0.17285,0.00193,0.96627,0.96704,0.97556,0.8424,0.6075,0.26441,0.01198,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,61201.1,0.3603,0.17154,0.0019,0.96529,0.96694,0.97537,0.84206,0.60757,0.26561,0.01199,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,61460.6,0.35807,0.17179,0.0019,0.96545,0.96748,0.97538,0.84176,0.60914,0.26582,0.012,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,61714.8,0.35571,0.16951,0.00189,0.96443,0.96663,0.97524,0.84242,0.60539,0.26562,0.01191,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,61967.5,0.35345,0.17123,0.00186,0.96418,0.96731,0.97542,0.84266,0.60639,0.26795,0.01192,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,62219.5,0.3501,0.1699,0.00185,0.96368,0.96789,0.97539,0.8424,0.60506,0.2676,0.01191,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,62470.7,0.34968,0.1635,0.00184,0.96634,0.96583,0.97532,0.84181,0.60784,0.26784,0.01194,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,62722.8,0.34343,0.16106,0.00181,0.96585,0.96585,0.97561,0.84167,0.60788,0.26679,0.01194,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,62975.4,0.34074,0.16037,0.0018,0.9664,0.96653,0.97544,0.84199,0.60884,0.26631,0.01194,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,63227,0.33936,0.15902,0.00179,0.96683,0.96493,0.97547,0.84184,0.61091,0.26712,0.01196,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,63479.3,0.33774,0.15355,0.00178,0.96624,0.96471,0.97545,0.84182,0.60967,0.26629,0.01188,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,63732.5,0.3322,0.15519,0.00175,0.9661,0.96457,0.9754,0.842,0.60973,0.26638,0.01188,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,63985.6,0.33011,0.15278,0.00174,0.96701,0.96428,0.97553,0.84234,0.60922,0.26579,0.01188,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
